City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Minab,IR,27.1467,57.0801,69.3,59,4,3.33,clear sky
347,Lata,PT,40.1629,-8.3327,54.05,95,97,3.69,overcast clouds
348,Kyaikkami,MM,16.08,97.5675,81.09,55,24,5.99,few clouds
349,Charters Towers,AU,-20.1,146.2667,97.32,22,72,12.84,broken clouds
350,Adwa,ET,14.1646,38.8955,59.58,56,0,4.59,clear sky
351,Narsaq,GL,60.9167,-46.05,27.99,69,100,14.05,snow
352,Ahvaz,IR,31.3203,48.6693,49.95,62,3,4.61,clear sky
353,Ganzhou,CN,28.8184,115.4327,62.44,28,94,3.85,overcast clouds
354,Gbarnga,LR,6.9956,-9.4722,71.53,99,58,2.15,broken clouds
355,Urubicha,BO,-15.3833,-62.95,73.08,92,74,1.57,broken clouds
356,San Quintin,MX,30.4833,-115.95,58.14,88,67,9.51,broken clouds
357,Ribeira Brava,PT,32.65,-17.0667,65.03,73,99,10.96,overcast clouds
358,Bonthe,SL,7.5264,-12.505,77.09,89,69,4.52,light rain
359,Mortka,RU,59.3322,66.0214,16.72,94,45,6.76,scattered clouds
360,Cascais,PT,38.6979,-9.4215,56.52,77,70,15.01,broken clouds
361,Sawtell,AU,-30.3833,153.1,82.72,88,75,17.27,thunderstorm with heavy rain
362,Lerwick,GB,60.1545,-1.1494,37.4,73,100,2.53,overcast clouds
363,Phalaborwa,ZA,-23.943,31.1411,74.48,71,54,7.94,broken clouds
364,Liku,ID,-0.7275,119.8922,86.76,61,100,4.25,overcast clouds
365,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,77.45,85,30,8.32,scattered clouds
366,Porto Novo,BJ,6.4965,2.6036,80.42,86,99,0.83,overcast clouds
367,Lubao,PH,14.9167,120.55,87.82,61,75,18.32,broken clouds
368,Skibbereen,IE,51.55,-9.2667,40.8,68,50,24.29,light rain
369,Jumla,NP,29.2747,82.1838,57.11,47,2,0.34,clear sky
370,Nelson Bay,AU,-32.7167,152.15,73.45,83,98,1.99,overcast clouds
371,Ambon,ID,-3.6954,128.1814,84.34,70,40,3.44,scattered clouds
372,Shwebo,MM,22.5667,95.7,80.53,55,41,2.46,scattered clouds
373,Kharp,RU,66.8014,65.8081,-13.22,98,95,4.94,overcast clouds
374,Xining,CN,36.6167,101.7667,35.08,24,0,2.59,clear sky
375,Kelvington,CA,52.1667,-103.5343,13.66,98,88,5.23,overcast clouds
376,Iqaluit,CA,63.7506,-68.5145,2.93,71,20,15.01,few clouds
377,Brae,GB,60.3964,-1.353,37.31,74,95,6.08,overcast clouds
378,West Richland,US,46.3043,-119.3614,42.75,67,90,1.01,overcast clouds
379,Huarmey,PE,-10.0681,-78.1522,66.34,88,99,7.38,overcast clouds
380,Homer,US,59.6425,-151.5483,12.07,86,20,4.61,few clouds
381,Pritzwalk,DE,53.1494,12.1741,37.71,94,100,7.81,overcast clouds
382,Harlingen,US,26.1906,-97.6961,75.2,97,1,5.75,mist
383,Kologriv,RU,58.8275,44.3178,32.04,98,100,9.19,light snow
384,Juneau,US,58.3019,-134.4197,26.6,86,75,0.0,broken clouds
385,Hovd,MN,48.0056,91.6419,30.27,35,92,1.28,overcast clouds
386,Marica,BR,-22.9194,-42.8186,73.35,82,10,3.06,clear sky
387,Vardo,NO,70.3705,31.1107,25.16,76,93,11.86,overcast clouds
388,Ginir,ET,7.1333,40.7,62.49,53,4,0.51,clear sky
389,Pitimbu,BR,-7.4706,-34.8086,79.39,84,41,8.75,scattered clouds
390,Surgut,RU,61.25,73.4167,14.18,92,90,8.99,light snow
391,Ramhormoz,IR,31.28,49.6035,44.67,45,7,4.83,clear sky
392,Smidovich,RU,48.6,133.8167,-1.46,90,9,7.2,clear sky
393,Maningrida,AU,-12.0667,134.2667,90.97,57,100,12.37,overcast clouds
394,Sangar,RU,63.9242,127.4739,-25.29,80,96,20.29,overcast clouds
395,Mount Isa,AU,-20.7333,139.5,101.97,15,40,16.11,scattered clouds
396,Sao Filipe,CV,14.8961,-24.4956,74.59,69,100,10.31,overcast clouds
397,Senneterre,CA,48.3835,-77.2328,-5.58,90,98,2.98,overcast clouds
398,Guanica,PR,17.9716,-66.908,78.21,89,13,1.01,few clouds
399,Rehoboth,NA,-23.3167,17.0833,64.24,22,28,13.87,scattered clouds
400,College,US,64.8569,-147.8028,-22.02,70,1,3.44,clear sky
401,Rio Claro,BR,-22.4114,-47.5614,60.8,82,0,7.63,clear sky
402,Farafangana,MG,-22.8167,47.8333,79.43,77,47,8.79,light rain
403,Zaterechnyy,RU,44.7931,45.2097,37.71,89,49,2.28,scattered clouds
404,Hearst,CA,49.6835,-83.6665,3.45,98,98,2.8,overcast clouds
405,Ahlat,TR,38.7518,42.4814,29.86,81,28,3.18,scattered clouds
406,Hervey Bay,AU,-25.2986,152.8535,87.04,60,0,5.99,clear sky
407,Shitanjing,CN,39.2342,106.3439,40.28,17,16,11.45,few clouds
408,Minsk,BY,53.9,27.5667,28.15,96,84,8.9,broken clouds
409,Teya,RU,60.3778,92.6267,23.74,85,100,11.32,overcast clouds
410,Lere,NG,10.387,8.5726,63.36,35,60,3.56,broken clouds
411,Havelock,US,34.8791,-76.9013,53.55,84,12,6.08,few clouds
412,Colares,PT,38.7992,-9.4469,56.34,79,62,15.01,broken clouds
413,Verkhneuralsk,RU,53.8769,59.2106,34.0,96,100,14.05,overcast clouds
414,Yibin,CN,28.7667,104.6238,59.34,66,99,3.33,overcast clouds
415,Rio Gallegos,AR,-51.6226,-69.2181,53.65,50,0,9.22,clear sky
416,Leningradskiy,RU,69.3833,178.4167,-0.26,93,100,14.52,overcast clouds
417,Ixtapa,MX,20.7,-105.2,77.23,88,27,3.02,scattered clouds
418,Tokoroa,NZ,-38.2333,175.8667,63.84,77,100,1.99,light rain
419,Ilulissat,GL,69.2167,-51.1,8.2,57,64,14.83,broken clouds
420,Nemuro,JP,43.3236,145.575,41.43,71,100,4.74,overcast clouds
421,Klyuchi,RU,52.2667,79.1667,25.23,84,92,13.62,overcast clouds
422,Takhtamygda,RU,54.1,123.5667,4.87,66,99,1.52,overcast clouds
423,Suez,EG,29.9737,32.5263,57.74,67,100,2.44,overcast clouds
424,Saint-Pierre,RE,-21.3393,55.4781,85.64,67,0,5.75,clear sky
425,Talakan,RU,50.3167,130.3667,0.23,78,26,5.53,scattered clouds
426,Tazovskiy,RU,67.4667,78.7,-24.29,96,89,8.37,overcast clouds
427,San Vicente,AR,-26.6167,-54.1333,61.34,70,15,2.46,few clouds
428,Bad Kreuznach,DE,49.8333,7.8667,38.01,86,100,3.98,overcast clouds
429,Mazamari,PE,-11.3258,-74.5308,69.51,96,95,1.83,overcast clouds
430,Port Keats,AU,-14.25,129.55,90.64,59,100,10.87,light rain
431,Lincoln,US,40.8,-96.667,44.65,73,90,3.0,overcast clouds
432,Terrace,CA,54.5163,-128.6035,35.42,100,90,11.5,light shower snow
433,Lake Charles,US,30.2131,-93.2044,67.98,98,90,4.61,mist
434,Suntar,RU,62.1444,117.6319,22.35,96,100,2.66,snow
435,Merauke,ID,-8.4667,140.3333,85.23,74,100,12.68,overcast clouds
436,Kununurra,AU,-15.7667,128.7333,103.98,29,92,4.61,overcast clouds
437,Porterville,US,36.0652,-119.0168,54.68,81,1,6.91,haze
438,Ostrovnoy,RU,68.0531,39.5131,19.58,83,100,3.29,light snow
439,Tamiahua,MX,21.2667,-97.45,71.69,89,73,6.69,broken clouds
440,Wanning,CN,18.8003,110.3967,74.41,53,39,15.08,scattered clouds
441,Asfi,MA,32.2994,-9.2372,53.76,70,0,13.29,clear sky
442,Kudahuvadhoo,MV,2.6708,72.8944,82.42,76,32,10.38,scattered clouds
443,Praxedis Guerrero,MX,31.3667,-106.0167,57.42,38,1,2.08,clear sky
444,Padilla,CO,3.2204,-76.3139,67.57,94,94,3.38,overcast clouds
445,Poronaysk,RU,49.2167,143.1167,12.11,77,43,12.17,scattered clouds
446,Muroto,JP,33.2833,134.15,55.44,47,3,15.03,clear sky
447,San Vicente De Canete,PE,-13.0751,-76.3835,66.9,85,100,2.28,overcast clouds
448,Turbat,PK,26.0023,63.044,72.54,59,0,2.04,clear sky
449,Esil,KZ,51.9556,66.4042,28.44,95,94,9.69,overcast clouds
450,Mandan,US,46.8267,-100.8896,30.96,58,75,6.91,broken clouds
451,Aguimes,ES,27.9054,-15.4461,63.66,72,40,10.36,scattered clouds
452,Yeppoon,AU,-23.1333,150.7333,89.38,62,0,12.1,clear sky
453,Longyearbyen,SJ,78.2186,15.6401,35.44,69,40,13.8,light rain
454,Artsyz,UA,45.9919,29.4182,34.84,97,100,10.09,light rain
455,Dubai,AE,25.2582,55.3047,79.21,68,40,5.75,scattered clouds
456,Shebunino,RU,46.4339,141.8603,28.31,88,100,14.43,light snow
457,Champerico,GT,14.3,-91.9167,75.76,76,9,4.36,clear sky
458,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,30.79,100,90,6.71,heavy shower snow
459,Ust-Omchug,RU,61.15,149.6333,-21.59,99,100,3.33,overcast clouds
460,Atambua,ID,-9.1061,124.8925,81.19,69,99,3.22,overcast clouds
461,Guayaramerin,BO,-10.8368,-65.3614,74.57,91,100,3.09,overcast clouds
462,Rocha,UY,-34.4833,-54.3333,57.22,94,76,3.62,broken clouds
463,Puerto Escondido,MX,15.85,-97.0667,77.83,78,1,4.61,clear sky
464,Nichinan,JP,31.6,131.3667,55.67,43,1,11.92,clear sky
465,Mezen,RU,65.8522,44.24,-1.35,97,30,5.57,scattered clouds
466,Cabo San Lucas,MX,22.8909,-109.9124,77.5,74,95,7.14,overcast clouds
467,Yeniseysk,RU,58.4497,92.1703,24.31,87,100,14.07,overcast clouds
468,Zemio,CF,5.0314,25.1361,72.1,87,87,0.96,overcast clouds
469,Pringsewu,ID,-5.3582,104.9744,84.24,70,99,2.01,moderate rain
470,Calvinia,ZA,-31.4707,19.776,65.12,75,100,12.62,light rain
471,Boyolangu,ID,-8.1181,111.8935,85.6,71,96,4.56,overcast clouds
472,Lamu,KE,-2.2717,40.902,84.42,76,54,8.12,light rain
473,Tongzi,CN,28.7829,105.0877,61.41,52,96,4.54,overcast clouds
474,Kaeo,NZ,-35.1,173.7833,70.32,86,100,7.54,overcast clouds
475,Rindal,NO,63.0565,9.2124,16.92,77,94,7.61,overcast clouds
476,Steamboat Springs,US,40.485,-106.8317,44.1,63,1,0.0,clear sky
477,Komsomolskiy,UZ,40.4272,71.7189,45.32,45,100,0.0,overcast clouds
478,Wladyslawowo,PL,54.7909,18.4009,34.93,89,99,15.57,overcast clouds
479,Quatre Cocos,MU,-20.2078,57.7625,83.08,70,14,13.02,few clouds
480,Lagoa,PT,39.05,-27.9833,63.95,86,100,13.24,overcast clouds
481,Burnie,AU,-41.0667,145.9167,62.26,32,4,11.81,clear sky
482,La Ronge,CA,55.1001,-105.2842,1.65,85,75,5.75,light snow
483,Atbasar,KZ,51.8,68.3333,27.01,95,99,10.85,overcast clouds
484,Long Xuyen,VN,10.3833,105.4167,76.95,50,67,13.15,broken clouds
485,Urdoma,RU,61.7533,48.5442,2.28,91,100,12.12,overcast clouds
486,Srednekolymsk,RU,67.45,153.6833,-14.82,96,100,12.5,overcast clouds
487,Conceicao Do Araguaia,BR,-8.2578,-49.2647,72.23,97,100,3.83,overcast clouds
488,Bilibino,RU,68.0546,166.4372,-21.51,99,100,7.61,overcast clouds
489,Baruun-Urt,MN,46.6806,113.2792,30.99,32,6,16.55,clear sky
490,Sibi,PK,29.5448,67.8764,72.48,19,0,1.86,clear sky
491,Noumea,NC,-22.2763,166.4572,85.98,99,92,4.68,overcast clouds
492,Lichtenburg,ZA,-26.152,26.1597,70.18,64,86,11.97,light rain
493,Osakarovka,KZ,50.565,72.5692,18.41,92,90,10.69,overcast clouds
494,Khandbari,NP,27.3747,87.2039,68.77,68,90,3.83,overcast clouds
495,Micheweni,TZ,-4.9667,39.8333,79.41,81,8,2.01,light rain
496,Oktyabrskoye,RU,43.0645,44.7417,23.14,93,30,6.71,scattered clouds
497,Digby,CA,44.6169,-65.7655,27.91,65,97,20.42,overcast clouds
498,General Roca,AR,-39.0333,-67.5833,59.63,74,81,5.84,broken clouds
499,Mugur-Aksy,RU,50.35,90.5,23.76,77,40,5.23,scattered clouds
500,Inta,RU,66.0317,60.1659,-25.2,98,29,1.41,scattered clouds
501,Tanete,ID,-3.9443,119.7848,90.01,56,87,7.85,overcast clouds
502,Port Hawkesbury,CA,45.6169,-61.3485,29.59,74,90,11.99,overcast clouds
503,Kenora,CA,49.8167,-94.4337,21.18,62,75,12.66,broken clouds
504,Yarmouth,US,41.7057,-70.2286,37.51,58,1,6.91,clear sky
505,Itamaraju,BR,-17.0392,-39.5311,69.58,98,93,1.39,overcast clouds
506,Roald,NO,62.5833,6.1333,35.1,80,90,19.57,light snow
507,Baghdad,IQ,33.3406,44.4009,37.31,70,0,3.44,clear sky
508,Ozark,US,37.0209,-93.206,62.38,80,87,1.99,overcast clouds
509,Katsuura,JP,35.1333,140.3,57.31,53,3,20.09,clear sky
510,Henties Bay,NA,-22.116,14.2845,58.86,88,0,6.67,clear sky
511,Kaliganj,BD,23.4095,89.1402,72.82,62,100,2.82,light rain
512,Fairbanks,US,64.8378,-147.7164,-23.03,70,1,0.0,clear sky
513,Aksarka,RU,66.5606,67.7975,-9.27,97,100,8.52,overcast clouds
514,Tuatapere,NZ,-46.1333,167.6833,63.39,89,91,3.0,overcast clouds
515,Nara,JP,34.6851,135.8049,52.92,50,51,11.61,broken clouds
516,Lyantonde,UG,-0.4031,31.1572,65.5,84,94,1.79,overcast clouds
517,Maniwaki,CA,46.3834,-75.966,12.58,62,100,2.3,overcast clouds
518,Belaya Gora,RU,68.5333,146.4167,-31.02,100,97,4.63,overcast clouds
519,Hayden,US,47.766,-116.7866,36.91,82,90,6.91,overcast clouds
520,Selimpasa,TR,41.0558,28.379,57.94,77,100,14.79,light rain
521,Kruisfontein,ZA,-34.0033,24.7314,57.88,76,100,6.44,overcast clouds
522,Bathsheba,BB,13.2167,-59.5167,81.21,78,40,11.5,scattered clouds
523,Bulgan,MN,48.8125,103.5347,27.93,28,21,4.65,few clouds
524,Waitati,NZ,-45.75,170.5667,54.81,66,100,4.03,moderate rain
525,Puerto Narino,CO,-3.7703,-70.3831,75.15,97,100,0.89,overcast clouds
526,Muravlenko,RU,63.7898,74.523,-4.34,96,98,5.53,overcast clouds
527,Epe,NG,6.5841,3.9834,76.46,93,96,1.52,overcast clouds
528,Emerald,AU,-23.5333,148.1667,91.54,52,0,3.44,clear sky
529,El Alto,PE,-4.2714,-81.2147,65.34,82,19,14.94,few clouds
530,Bhiwandi,IN,19.3,73.0667,82.18,64,9,3.31,clear sky
531,The Valley,AI,18.217,-63.0578,80.46,76,16,14.85,few clouds
532,Pavlysh,UA,48.9176,33.3569,34.86,75,100,6.69,overcast clouds
533,Soe,ID,-9.8607,124.284,71.33,84,100,1.54,overcast clouds
534,Copiapo,CL,-27.3667,-70.3333,55.09,52,2,0.34,clear sky
535,Ayan,RU,56.45,138.1667,-0.27,67,12,5.5,few clouds
536,Cheremukhovo,RU,60.3484,59.9851,3.27,96,95,2.84,overcast clouds
537,Shebalino,RU,51.2917,85.6772,30.07,84,21,3.53,few clouds
538,Alofi,NU,-19.0595,-169.9187,78.69,89,98,13.8,overcast clouds
539,Rorvik,NO,64.8621,11.2373,28.9,67,0,40.44,clear sky
540,Korla,CN,41.7597,86.1469,32.41,40,94,1.3,overcast clouds
541,Ugoofaaru,MV,5.6667,73.0,82.2,76,18,6.85,few clouds
542,Shimoda,JP,34.6667,138.95,57.56,60,1,28.88,clear sky
543,Ulaangom,MN,49.9811,92.0667,12.29,80,77,2.1,broken clouds
544,Kupang,ID,-10.1667,123.5833,90.18,66,75,5.75,broken clouds
545,Tefe,BR,-3.3542,-64.7114,72.79,97,84,2.15,broken clouds
546,Richards Bay,ZA,-28.783,32.0377,74.57,75,100,8.93,overcast clouds
547,Qeshm,IR,26.9581,56.2719,69.67,60,0,9.73,clear sky
548,Sept-Iles,CA,50.2001,-66.3821,23.05,75,40,5.01,scattered clouds
549,Kloulklubed,PW,7.0419,134.2556,83.79,73,100,15.39,overcast clouds
550,Krasnyy Yar,RU,46.5331,48.3456,42.73,90,5,11.34,clear sky
551,Aleksandriyskaya,RU,44.2272,43.3453,25.43,52,25,2.19,scattered clouds
552,Smithers,CA,54.7804,-127.1743,28.72,93,90,3.44,light snow
553,Martil,MA,35.6166,-5.2752,55.36,58,0,12.66,clear sky
554,Olinda,BR,-8.0089,-34.8553,80.33,83,40,6.91,scattered clouds
555,Coracora,PE,-15.0333,-73.7833,51.12,74,100,1.39,overcast clouds
556,Maniitsoq,GL,65.4167,-52.9,27.84,47,100,10.94,light snow
557,Nantucket,US,41.2835,-70.0995,37.51,51,1,11.5,clear sky
558,Erenhot,CN,43.6475,111.9767,29.97,45,0,11.07,clear sky
559,Nakhon Thai,TH,17.1006,100.8374,82.31,39,25,2.21,scattered clouds
560,Lazaro Cardenas,MX,17.9583,-102.2,76.48,85,83,2.91,broken clouds
561,Soanierana Ivongo,MG,-16.9167,49.5833,78.76,78,28,5.53,scattered clouds
562,Nioro,GM,13.35,-15.75,73.69,19,100,4.7,overcast clouds
563,Clemson,US,34.6834,-82.8374,64.04,55,1,6.91,clear sky
564,Ranfurly,NZ,-45.1333,170.1,66.07,55,100,7.87,moderate rain
565,Balaipungut,ID,1.05,101.2833,84.61,81,92,6.73,overcast clouds
566,Westport,US,41.1415,-73.3579,38.98,72,1,1.01,clear sky
567,Musson,BE,49.5833,5.7,37.71,97,100,3.36,overcast clouds
568,Omsukchan,RU,62.5333,155.8,-34.02,92,19,3.13,few clouds
569,Bandar-E Anzali,IR,37.4727,49.4622,42.91,76,0,3.47,clear sky
570,Sabaudia,IT,41.3003,13.0282,47.44,76,13,4.09,few clouds
571,Lucapa,AO,-8.4192,20.7447,66.24,96,96,0.85,overcast clouds
572,Kilindoni,TZ,-7.9139,39.6668,80.06,80,23,11.95,moderate rain
573,Kiama,AU,-34.6833,150.8667,71.01,81,99,1.01,overcast clouds
574,Dourados,BR,-22.2211,-54.8056,72.64,65,1,0.85,clear sky
575,Uvat,RU,59.1433,68.8953,17.78,95,88,7.31,overcast clouds
576,Apatou,GF,5.155,-54.3472,71.96,99,100,1.19,overcast clouds
577,Hun,LY,29.1268,15.9477,50.14,55,24,16.02,few clouds
578,Martinsville,US,36.6915,-79.8725,57.69,67,0,2.17,clear sky
579,Serenje,ZM,-13.2325,30.2352,73.47,43,1,10.89,clear sky
580,Panaba,MX,21.2833,-88.2667,68.5,84,1,7.25,clear sky
581,Navahrudak,BY,53.6,25.8333,25.47,88,92,10.74,overcast clouds
582,Hobyo,SO,5.3505,48.5268,81.25,60,34,18.66,scattered clouds
583,Skjervoy,NO,70.0311,20.9714,22.21,76,0,23.04,clear sky
584,Dunedin,NZ,-45.8742,170.5036,54.81,66,100,3.0,light rain
585,Nyurba,RU,63.2842,118.3319,7.41,96,100,4.09,light snow
586,Natal,BR,-5.795,-35.2094,80.82,89,40,6.91,scattered clouds
587,Ochakiv,UA,46.6128,31.5498,35.78,79,100,14.25,overcast clouds
588,Neuquen,AR,-38.9516,-68.0591,57.09,82,75,2.3,broken clouds
589,Prince Rupert,CA,54.3161,-130.3201,38.89,85,90,3.44,light rain
590,Peterhead,GB,57.5058,-1.7981,41.4,83,100,9.35,light rain
591,Salalah,OM,17.0151,54.0924,78.15,45,0,4.97,clear sky
592,Gwembe,ZM,-16.4975,27.6069,79.25,34,2,8.61,clear sky
593,Tenenkou,ML,14.4572,-4.9169,72.46,16,15,10.13,few clouds
594,Hachinohe,JP,40.5,141.5,37.58,75,75,12.66,broken clouds
595,Ust-Barguzin,RU,53.45,108.9833,23.54,73,69,0.65,broken clouds
596,Makushino,RU,55.2103,67.2442,22.96,94,21,8.66,few clouds
597,Alap,HU,46.7991,18.6894,29.91,75,50,4.07,scattered clouds
598,Chippewa Falls,US,44.9369,-91.3929,33.98,89,1,9.22,clear sky
599,New Pitsligo,GB,57.5948,-2.1961,40.24,87,100,8.77,overcast clouds
600,Ascension,US,30.2169,-90.9001,62.01,96,1,0.0,clear sky
601,Neunkirchen,DE,49.35,7.1833,38.61,86,90,1.01,overcast clouds
602,Lumajang,ID,-8.1335,113.2248,86.45,69,88,2.06,overcast clouds
603,Marzuq,YE,14.4,46.4667,62.33,27,14,2.84,few clouds
604,Shaki,AZ,41.0833,47.1667,32.79,62,0,2.8,clear sky
605,Pyu,MM,18.4833,96.4333,83.95,57,18,1.19,few clouds
606,Hoi An,VN,15.8794,108.335,76.96,57,50,13.2,scattered clouds
607,Itoman,JP,26.1247,127.6694,70.18,48,40,23.02,scattered clouds
608,Saint George,US,37.1041,-113.5841,58.35,38,1,4.0,clear sky
609,Husavik,IS,66.0449,-17.3389,12.11,77,21,12.26,few clouds
610,Fort Smith,US,35.3859,-94.3986,62.2,93,1,0.0,mist
611,Ratnagiri,IN,16.9833,73.3,80.87,73,94,1.61,overcast clouds
612,Namatanai,PG,-3.6667,152.4333,84.9,68,42,10.29,scattered clouds
613,Basco,PH,20.4487,121.9702,72.79,61,84,27.98,broken clouds
614,Gat,IL,31.61,34.7642,59.4,56,100,4.25,overcast clouds
615,Hailar,CN,49.2,119.7,21.02,88,55,10.83,broken clouds
616,Otuzco,PE,-7.9,-78.5833,28.72,83,99,0.98,overcast clouds
617,Marang,MY,5.2056,103.2059,75.11,82,100,9.73,overcast clouds
618,Sao Bento,BR,-6.2833,-37.75,75.24,72,89,5.32,overcast clouds
619,Litovko,RU,49.2361,135.1742,2.86,89,85,1.59,overcast clouds
620,Haines Junction,CA,60.7522,-137.5108,-14.85,76,100,1.14,overcast clouds
621,Mocuba,MZ,-16.8392,36.9856,85.91,50,0,7.85,clear sky
622,Manta,EC,-0.95,-80.7333,74.98,83,90,10.36,overcast clouds
623,The Pas,CA,53.8251,-101.2541,3.22,78,75,5.75,light snow
624,Yelizovo,RU,53.1873,158.3805,32.14,100,90,7.0,heavy shower snow
625,Naze,JP,28.3667,129.4833,59.92,64,51,18.86,broken clouds
626,Yevlax,AZ,40.6089,47.1492,30.42,100,0,5.75,clear sky
627,Tatvan,TR,38.5067,42.2817,34.03,74,19,3.62,few clouds
628,Port Macquarie,AU,-31.4333,152.9167,75.16,83,90,8.05,light rain
629,Galveston,US,29.3669,-94.9669,70.0,93,6,9.82,clear sky
630,Balikpapan,ID,-1.2675,116.8289,85.19,79,20,4.61,few clouds
631,Northam,GB,51.0333,-4.2167,47.39,62,100,28.88,overcast clouds
632,Djougou,BJ,9.7085,1.666,70.39,28,58,4.7,broken clouds
633,Vidalia,US,32.2177,-82.4135,61.29,82,1,3.44,clear sky
634,Pio Xii,BR,-3.8325,-45.1525,73.71,97,86,2.01,heavy intensity rain
635,Tahoua,NE,14.8888,5.2692,68.86,20,42,9.48,scattered clouds
636,Ballina,AU,-28.8667,153.5667,89.78,69,3,17.27,clear sky
637,Cam Ranh,VN,11.9214,109.1591,78.76,47,20,18.41,few clouds
638,Bafoulabe,ML,13.8065,-10.8321,77.72,16,78,4.85,broken clouds
639,Zhob,PK,31.3411,69.4481,55.54,21,0,1.12,clear sky
640,Maltahohe,NA,-24.8333,16.9833,53.85,43,18,16.51,few clouds
641,Coquimbo,CL,-29.9533,-71.3436,56.93,94,0,2.3,clear sky
642,Chahal,GT,15.75,-89.5667,66.52,98,33,1.48,scattered clouds
643,Caramoran,PH,13.9849,124.1347,76.24,81,100,17.98,overcast clouds
644,Kencong,ID,-8.2833,113.3667,86.76,67,91,7.05,overcast clouds
645,Okhotsk,RU,59.3833,143.3,-17.0,88,45,17.69,scattered clouds
646,Rawson,AR,-43.3002,-65.1023,58.41,57,3,26.15,clear sky
647,Zhigansk,RU,66.7697,123.3711,-19.77,97,100,23.64,light snow
648,Port Moresby,PG,-9.4431,147.1797,87.22,74,40,17.27,scattered clouds
649,Ponta Delgada,PT,37.7333,-25.6667,60.49,94,40,4.61,scattered clouds
650,Shahr-E Kord,IR,32.3256,50.8644,22.77,86,0,2.3,clear sky
651,Balkhash,KZ,46.844,74.9804,25.41,86,0,13.42,clear sky
652,Porto Santo,PT,33.072,-16.3415,64.31,72,75,13.8,broken clouds
653,Nongan,CN,44.382,125.1685,23.41,68,19,6.91,few clouds
654,Znamenka,RU,52.4167,41.4311,34.34,94,100,9.62,overcast clouds
655,Pajapan,MX,18.25,-94.7,69.28,88,21,5.41,few clouds
656,Nishihara,JP,26.1842,127.7558,69.46,47,75,16.11,broken clouds
657,Smolenka,RU,52.1352,113.4974,28.47,46,27,0.0,scattered clouds
658,Mangawan,IN,24.6833,81.55,73.09,35,87,0.78,overcast clouds
659,Lyubech,UA,51.7026,30.6569,26.06,94,17,7.14,few clouds
660,Pudozh,RU,61.8099,36.5345,8.2,89,100,13.76,overcast clouds
661,Portland,US,45.5234,-122.6762,42.6,91,40,0.0,scattered clouds
662,Port-Cartier,CA,50.0334,-66.8654,22.75,67,52,19.33,broken clouds
663,Konstantinovka,RU,49.6167,127.9833,7.5,80,26,7.61,scattered clouds
664,Vytegra,RU,61.0064,36.4481,10.98,94,100,11.16,light snow
665,Pangai,TO,-19.8,-174.35,82.51,74,20,17.27,light rain
666,Nago,JP,26.5881,127.9761,70.23,50,65,16.71,broken clouds
667,Bella Union,UY,-30.2752,-57.6007,66.94,65,0,12.68,clear sky
668,Cabinda,AO,-5.55,12.2,77.86,90,100,6.64,light rain
669,Shawnee,US,39.05,-95.7669,49.17,66,1,3.0,clear sky
670,Zinder,NE,13.8072,8.9881,65.82,22,17,8.48,few clouds
671,Ostersund,SE,63.1792,14.6357,18.05,100,90,6.91,light snow
672,San Policarpo,PH,12.1791,125.5072,80.24,73,100,19.01,overcast clouds
673,Isangel,VU,-19.55,169.2667,87.91,62,75,11.5,broken clouds
674,Fergus Falls,US,46.283,-96.0776,29.66,75,40,11.01,scattered clouds
675,Yangjiang,CN,21.85,111.9667,67.95,22,81,10.49,broken clouds
676,Taoudenni,ML,22.6783,-3.9836,60.06,27,100,15.17,overcast clouds
677,Tessalit,ML,20.1986,1.0114,63.14,22,47,10.67,scattered clouds
678,Kyaukse,MM,21.6,96.1333,80.6,61,20,1.14,few clouds
679,Prata,BR,-19.3072,-48.9242,74.48,65,48,3.09,scattered clouds
680,Frontera,MX,26.9333,-101.45,72.32,55,3,1.99,clear sky
681,Klimovo,RU,52.3805,32.1923,29.16,89,85,9.8,overcast clouds
682,Black River,JM,18.0264,-77.8487,78.8,83,100,5.41,overcast clouds
683,Elizabeth City,US,36.2946,-76.2511,53.98,87,1,5.75,clear sky
684,Sciacca,IT,37.5082,13.0881,52.65,75,40,15.73,scattered clouds
685,Plettenberg Bay,ZA,-34.0527,23.3716,62.24,78,100,5.82,overcast clouds
686,Neya,RU,58.2972,43.8681,31.93,93,100,11.74,light snow
687,Axim,GH,4.8699,-2.2405,78.24,87,96,5.93,light rain
688,Rundu,NA,-17.9333,19.7667,71.38,69,82,5.64,broken clouds
689,Santiago,CL,-33.4569,-70.6483,66.85,44,0,6.91,clear sky
690,Samoylovka,RU,51.184,43.7081,41.25,76,100,18.12,light rain
691,San Jeronimo,PE,-11.9472,-75.2829,53.19,80,100,0.43,overcast clouds
692,Preobrazheniye,RU,42.9019,133.9064,21.09,43,32,10.8,scattered clouds
693,San Francisco,US,37.7749,-122.4194,55.76,84,90,1.01,overcast clouds
694,Igboho,NG,8.8333,3.75,70.56,30,89,0.94,overcast clouds
695,Tigil,RU,57.8,158.6667,25.83,96,100,7.85,light snow
696,Bud,US,39.447,-86.1758,46.58,80,15,6.44,few clouds
